player,games_played,seasons_played,pos_mapped,avg_ts_percent,avg_per,avg_mpg,avg_x3p_ar,avg_orb_percent,avg_drb_percent,avg_ast_percent,avg_stl_percent,avg_blk_percent,avg_tov_percent,avg_usg_percent,avg_ows_48,avg_dws_48,avg_obpm,avg_dbpm,avg_bpm,avg_vorp,max_ts_percent,max_per,max_mpg,max_x3p_ar,max_orb_percent,max_drb_percent,max_ast_percent,max_stl_percent,max_blk_percent,max_tov_percent,max_usg_percent,max_ows_48,max_dws_48,max_obpm,max_dbpm,max_bpm,max_vorp,cluster_label,ALL_NBA_total,ALL_DEF_total,1T_ALL_NBA_total,2T_ALL_NBA_total,3T_ALL_NBA_total,1T_ALL_DEF_total,2T_ALL_DEF_total,DPOY_total,MIP_total,MVP_total,ROY_total,SMOY_total
Jordan Crawford,257,4,1.875,-0.866,-0.224,0.039,0.391,-0.721,-0.965,0.888,-0.099,-0.946,0.056,1.371,-1.045,-0.806,0.11,-1.533,-0.582,-0.572,-0.438,-0.013,0.356,0.517,-0.571,-0.657,1.263,0.722,-0.904,0.353,1.755,-0.259,-0.151,0.379,-1.034,-0.15,-0.285,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sam Mitchell,994,13,3.308,-0.319,-0.54,-0.302,-0.59,-0.101,-0.229,-0.647,-0.641,-0.436,-1.323,-0.234,0.118,-0.675,-0.524,-0.696,-0.748,-0.743,0.646,0.336,1.422,-0.07,0.544,0.547,-0.071,-0.054,0.182,-0.52,0.242,1.107,0.463,0.317,0.314,-0.063,-0.178,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Franklin Edwards,256,4,1.0,-1.242,-0.495,-1.285,-0.144,-1.252,-1.182,0.968,1.285,-0.581,-0.003,0.463,-1.137,0.356,-0.787,-0.031,-0.756,-0.661,-0.391,-0.058,-0.456,0.618,-0.79,-0.88,1.203,1.683,-0.205,0.546,1.524,-0.074,1.211,-0.16,0.685,0.138,-0.276,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dražen Petrović,290,4,2.0,1.224,0.541,0.131,0.783,-0.739,-1.229,0.062,-0.078,-0.838,-0.085,0.93,1.04,-0.469,0.673,-0.42,0.409,0.189,1.711,0.845,1.466,1.196,-0.299,-1.133,0.346,0.444,-0.787,0.456,1.223,1.394,0.031,0.941,0.145,0.876,0.908,4,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Eric Montross,465,8,5.0,-1.547,-1.714,-0.928,-0.975,0.693,1.057,-1.103,-1.26,0.58,0.852,-1.438,-1.328,-0.026,-1.794,-0.247,-1.681,-1.048,0.63,-0.559,0.571,-0.854,1.285,1.471,-0.978,-0.837,1.307,3.253,-0.893,0.026,0.764,-0.533,0.814,-0.899,-0.931,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gerald Wallace,763,12,3.125,0.15,0.314,0.688,-0.24,0.026,0.406,-0.233,1.532,0.244,0.311,0.076,-0.189,0.8,0.089,1.21,0.587,0.607,1.085,1.558,1.872,0.498,1.656,1.548,0.227,3.411,1.802,3.179,1.101,0.857,2.019,1.07,2.44,1.848,1.757,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Robert Pack,385,6,1.0,-0.3,0.127,-0.348,-0.389,-1.004,-0.93,2.289,1.298,-0.805,2.007,0.847,-0.711,-0.138,0.066,-0.294,-0.038,-0.324,0.378,0.733,0.761,0.053,-0.781,-0.676,3.074,1.748,-0.713,2.79,1.302,-0.012,0.548,0.896,0.204,0.737,-0.048,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Terry Porter,1239,16,1.0,1.074,0.653,0.307,1.419,-1.173,-0.64,1.437,0.575,-0.723,0.591,-0.048,1.006,0.116,1.074,0.398,1.091,0.944,2.213,1.874,1.465,2.586,-1.008,-0.255,2.263,1.832,-0.477,1.834,0.541,2.496,1.053,2.412,1.513,2.593,2.785,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Devin Booker,530,8,2.0,0.202,0.795,1.29,-0.191,-0.802,-0.692,1.043,-0.535,-0.705,0.213,1.99,0.302,-0.932,1.037,-1.259,0.384,0.484,1.0,1.498,1.562,0.251,-0.59,-0.357,2.163,0.106,-0.56,0.947,2.496,1.27,0.887,1.814,0.077,1.531,1.862,4,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chris Boucher,278,4,4.5,0.396,1.023,-0.717,-0.007,1.753,1.044,-1.175,-0.279,2.51,-1.524,-0.057,1.198,1.269,0.527,0.003,0.466,0.11,1.184,1.53,-0.117,0.065,2.628,1.218,-0.855,0.068,3.543,-1.357,0.217,1.579,2.439,1.101,0.742,1.179,0.826,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Drew Eubanks,203,3,5.0,1.244,0.548,-1.069,-1.734,1.498,1.194,-0.624,-0.56,1.863,0.984,-0.611,0.572,0.202,-0.3,0.227,-0.168,-0.369,1.6,0.73,-0.658,-1.637,1.675,1.478,-0.479,-0.485,2.697,1.255,-0.291,0.696,1.075,-0.163,0.805,0.024,-0.177,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dan Roundfield,490,7,4.0,0.28,0.982,0.976,-0.437,1.267,1.491,-0.383,-0.613,0.903,-0.001,0.575,0.311,1.039,0.679,0.352,0.779,0.731,0.978,1.647,1.414,-0.075,1.589,1.938,-0.29,0.049,1.772,0.797,1.099,1.053,1.987,1.251,1.192,1.474,1.438,0,1.0,5.0,0.0,1.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0
Rickey Brown,340,5,5.0,-0.769,-1.177,-1.359,-0.591,1.051,1.008,-1.287,-0.956,0.186,0.241,-0.739,-0.904,-0.038,-1.431,-0.512,-1.599,-1.115,0.0,-0.843,-1.085,-0.425,1.553,1.439,-1.014,-0.419,0.375,0.758,-0.261,-0.141,0.611,-0.962,0.095,-1.154,-0.859,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Phil Pressey,125,2,1.0,-2.495,-1.021,-1.385,0.629,-0.822,-0.759,1.747,1.908,-0.725,1.991,-0.704,-1.676,0.144,-1.189,0.601,-0.793,-0.775,-1.844,-0.649,-1.145,0.789,-0.731,-0.473,1.884,2.361,-0.538,2.704,-0.372,-1.156,0.174,-0.864,0.819,-0.405,-0.606,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D'Angelo Russell,495,8,1.0,-0.494,0.359,0.723,0.518,-0.8,-0.743,1.918,0.372,-0.594,0.702,1.538,-0.409,-0.86,0.903,-1.299,0.238,0.193,0.38,0.964,1.059,0.667,-0.557,-0.311,2.97,1.299,-0.319,1.169,2.313,0.23,0.02,1.716,-0.586,1.238,1.505,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aaron Brooks,613,9,1.0,-0.379,-0.389,-0.472,0.813,-0.833,-1.354,1.066,-0.38,-0.722,0.466,0.665,-0.388,-0.833,-0.005,-1.1,-0.473,-0.459,0.458,0.389,1.236,1.381,-0.609,-1.164,1.672,0.006,-0.564,1.38,1.377,0.315,0.625,1.156,0.155,0.401,0.563,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Alonzo Mourning,751,11,5.0,1.322,1.771,0.839,-0.929,1.056,1.287,-0.823,-1.278,3.271,0.304,1.32,0.701,1.626,0.506,1.189,0.928,0.897,1.872,2.879,1.516,-0.822,1.567,1.686,-0.301,-0.431,5.041,1.114,1.93,1.798,2.64,1.487,2.092,2.069,2.467,0,2.0,2.0,1.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0
Sterling Brown,264,5,2.2,-0.765,-1.107,-1.054,0.791,-0.232,0.371,-0.738,-0.08,-0.549,-0.075,-0.846,-1.009,0.449,-1.021,0.184,-0.81,-0.694,0.429,-0.809,-0.134,1.119,-0.063,1.08,-0.462,0.791,-0.259,0.314,-0.433,-0.345,1.976,-0.634,0.742,-0.492,-0.585,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
De'Aaron Fox,395,6,1.0,-0.443,0.739,1.09,-0.684,-0.792,-0.773,1.737,0.767,-0.444,0.361,1.533,-0.024,-0.924,0.583,-0.821,0.163,0.272,0.26,1.455,1.482,-0.532,-0.621,-0.458,2.215,1.665,-0.199,1.056,2.033,1.145,-0.122,1.374,0.078,0.868,1.092,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Darrin Hancock,109,2,3.0,0.383,-0.911,-1.442,-0.925,-0.387,-0.72,-0.441,0.498,-0.663,0.796,-0.387,-1.033,-0.454,-0.912,-0.103,-0.858,-0.735,0.391,-0.801,-1.184,-0.871,-0.166,-0.543,-0.298,0.867,-0.579,0.82,-0.15,-0.71,0.536,-0.854,0.569,-0.644,-0.61,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jackson Vroman,87,2,4.25,-1.831,-1.482,-1.394,-0.983,1.014,0.575,-0.715,0.254,0.308,1.837,-0.594,-2.011,0.062,-1.953,0.186,-1.709,-0.885,-1.556,-1.162,-1.124,-0.927,1.091,0.899,-0.432,0.43,0.329,2.184,0.082,-1.76,0.208,-1.847,0.354,-1.634,-0.818,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jonas Valančiūnas,774,11,5.0,1.248,1.335,0.199,-1.285,1.902,2.228,-0.688,-1.353,0.972,0.233,0.41,1.156,0.886,0.649,-0.319,0.442,0.276,1.933,2.072,0.79,-1.092,2.903,3.022,-0.028,-0.955,1.569,0.902,1.692,1.902,1.566,1.303,0.244,1.07,0.977,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jerome Williams,554,8,3.875,0.715,0.378,-0.272,-0.92,1.807,1.202,-0.873,1.276,-0.549,0.055,-0.902,0.65,0.684,0.213,0.175,0.248,-0.031,1.617,0.911,0.903,-0.853,2.567,2.545,-0.669,1.865,-0.263,0.9,-0.721,1.475,1.373,0.91,0.946,0.604,0.425,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nik Stauskas,335,5,2.0,-0.48,-1.232,-0.674,1.279,-0.964,-0.835,-0.309,-1.001,-0.564,0.171,-0.593,-0.891,-1.31,-0.659,-1.025,-0.996,-0.882,-0.208,-0.838,0.446,1.547,-0.796,-0.545,-0.094,-0.657,-0.29,0.893,-0.302,-0.557,-0.905,-0.2,-0.732,-0.634,-0.648,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Michael Smith,112,2,4.0,-0.249,0.022,-1.73,0.332,0.106,-0.672,0.315,-1.312,-0.795,0.108,1.373,-0.536,-0.943,-0.088,-2.236,-0.964,-0.681,-0.2,0.035,-1.71,0.444,0.28,-0.574,0.457,-1.191,-0.768,0.127,1.572,-0.459,-0.837,-0.056,-2.04,-0.922,-0.667,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Leon Douglas,212,3,5.0,0.082,-1.186,-0.616,-0.456,1.308,0.963,-1.05,-1.355,0.462,1.172,-1.453,-0.469,-0.277,-1.176,-0.317,-1.257,-1.03,1.156,-0.554,0.013,-0.394,1.618,1.037,-0.791,-1.123,0.585,2.215,-0.94,0.178,0.273,-0.912,-0.089,-0.979,-0.931,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kurt Nimphius,526,7,4.714,-0.239,-0.651,-0.42,-0.532,0.56,0.391,-0.764,-1.149,1.649,-0.335,-1.03,-0.198,-0.637,-0.696,0.31,-0.472,-0.499,0.396,-0.262,0.446,-0.396,1.3,1.422,-0.316,-0.729,2.48,0.066,-0.549,0.259,0.064,-0.144,1.459,0.387,0.269,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sam Vincent,357,6,1.167,-0.252,-0.216,-0.764,-0.363,-1.27,-0.728,1.299,0.003,-0.62,0.963,0.231,-0.406,-0.479,-0.209,-0.525,-0.402,-0.45,0.12,0.289,0.133,-0.066,-1.1,-0.557,2.128,0.267,-0.391,1.592,0.783,0.273,1.143,0.449,-0.214,0.306,-0.05,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Greg Sutton,168,3,1.0,-0.469,-1.201,-1.391,2.19,-1.407,-1.016,0.894,0.682,-0.708,1.26,0.444,-1.304,-0.499,-1.092,-0.364,-1.106,-0.792,-0.083,-0.874,-1.148,2.692,-1.316,-0.958,1.197,0.999,-0.355,1.891,0.803,-0.776,0.381,-0.525,0.484,-0.644,-0.673,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Enes Freedom,713,10,5.0,0.882,1.315,-0.34,-1.375,2.711,1.541,-0.802,-1.028,0.136,0.2,0.541,1.151,0.034,0.706,-1.437,-0.01,-0.16,2.0,2.122,0.614,-1.042,3.711,2.847,-0.305,-0.413,1.226,1.284,1.528,2.565,1.632,1.597,-0.314,0.863,0.613,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Larry Spriggs,118,2,3.5,0.324,-0.74,-1.196,-0.534,0.224,-0.186,-0.171,0.089,-0.318,1.25,0.116,-0.741,0.155,-0.877,-0.213,-0.853,-0.716,1.356,-0.53,-0.809,-0.509,0.293,-0.172,-0.093,0.137,-0.084,1.3,0.761,0.04,0.19,-0.448,-0.086,-0.415,-0.59,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Derrick Williams,426,6,3.75,-0.209,-0.302,-0.496,0.095,-0.267,0.291,-0.87,-0.823,-0.523,-0.849,0.155,-0.234,-0.636,-0.165,-0.941,-0.565,-0.571,0.19,0.566,0.023,0.408,0.12,0.983,-0.523,-0.465,-0.044,-0.411,0.866,0.622,0.139,0.78,-0.515,0.188,-0.12,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jake Voskuhl,358,6,5.0,0.652,-0.696,-1.037,-1.024,1.066,0.703,-0.883,-0.656,0.452,0.871,-0.924,-0.083,-0.172,-1.239,-0.105,-1.16,-0.825,2.106,-0.073,-0.054,-0.971,1.736,1.218,-0.594,0.078,1.897,2.903,-0.299,0.936,0.163,-0.561,0.34,-0.597,-0.614,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mike Dunleavy,937,13,2.846,0.507,-0.156,0.317,0.952,-0.726,-0.062,-0.114,-0.463,-0.504,-0.405,-0.218,0.195,-0.268,0.264,-0.053,0.228,0.143,1.469,0.695,1.196,1.432,-0.168,0.577,0.25,0.618,-0.194,0.419,0.526,1.329,1.101,1.046,0.92,0.737,1.015,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Anthony Bowie,416,6,2.0,-0.351,-0.719,-0.63,-0.247,-0.676,-0.669,0.076,0.026,-0.446,0.162,-0.541,-0.467,-0.303,-0.48,0.221,-0.327,-0.469,0.468,0.102,0.878,-0.04,-0.347,-0.304,0.282,0.751,-0.013,0.746,-0.033,0.131,0.939,0.487,0.782,0.462,0.103,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Javaris Crittenton,113,2,1.75,-0.95,-0.848,-1.049,-0.556,-0.151,-0.376,0.235,0.045,-0.828,1.333,-0.043,-1.2,-1.375,-0.947,-1.281,-1.377,-0.969,-0.7,-0.759,-0.766,-0.294,-0.038,-0.14,0.705,0.364,-0.787,1.756,0.526,-1.2,-1.375,-0.887,-1.266,-1.288,-0.879,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Luguentz Dort,177,3,2.0,-1.124,-0.804,0.833,0.537,-0.319,-0.81,-0.649,-0.13,-0.525,-0.668,0.408,-1.186,-0.651,-0.809,-0.818,-1.064,-1.003,-0.627,-0.584,1.117,0.675,0.279,-0.742,-0.646,0.253,-0.442,-0.47,0.763,-0.839,-0.284,-0.604,-0.687,-0.849,-0.76,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Will Solomon,115,2,1.5,-1.166,-0.907,-1.267,1.288,-1.099,-1.252,1.105,0.687,-0.727,0.653,0.441,-1.543,-1.059,-0.622,-1.036,-0.978,-0.772,-0.778,-0.446,-1.171,1.889,-0.943,-1.088,1.784,0.691,-0.666,1.012,0.635,-1.009,-1.048,-0.165,-1.033,-0.581,-0.64,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DeMarre Carroll,492,7,3.286,-0.177,-0.335,0.089,0.51,0.168,-0.116,-0.655,0.571,-0.495,-0.961,-0.492,0.044,-0.072,-0.071,0.078,-0.012,-0.045,1.489,0.296,0.995,1.301,0.906,0.407,-0.417,1.795,-0.028,-0.67,0.106,0.947,0.527,0.653,0.75,0.729,0.698,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sly Williams,252,4,3.5,-0.186,0.383,-0.451,-0.176,0.732,0.013,-0.219,0.731,-0.585,-0.432,0.888,-0.124,0.098,0.243,-0.257,0.118,0.034,1.289,1.125,0.509,0.075,1.689,0.654,0.136,1.42,-0.374,-0.368,1.77,1.085,1.613,1.204,0.844,1.184,0.599,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tom Chambers,1094,14,4.0,0.157,0.502,0.7,-0.216,-0.016,0.383,-0.486,-0.643,-0.144,-0.793,1.213,0.43,-0.095,0.249,-0.722,-0.118,-0.126,0.98,1.573,1.375,0.571,0.918,0.91,-0.225,-0.08,0.251,-0.132,1.945,1.389,0.793,1.208,-0.179,0.937,1.184,4,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Etan Thomas,309,5,5.0,0.597,0.15,-0.695,-1.015,1.177,1.269,-1.109,-0.954,1.813,0.155,-0.653,0.11,0.246,-0.454,-0.238,-0.506,-0.574,1.062,0.515,-0.083,-0.971,1.679,1.888,-0.867,-0.268,2.374,0.789,-0.217,0.359,1.068,-0.232,0.007,-0.218,-0.411,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lavoy Allen,388,6,4.333,-1.002,-0.459,-0.899,-1.226,1.545,0.595,-0.527,-1.14,0.493,-0.242,-1.053,-0.241,0.394,-0.744,-0.017,-0.666,-0.671,-0.238,0.065,-0.41,-1.01,2.252,1.379,-0.293,-0.779,0.888,0.505,-0.795,0.155,1.76,-0.105,0.773,0.065,-0.263,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Taj Gibson,945,14,4.286,0.275,0.082,-0.202,-1.233,1.371,0.296,-0.816,-0.574,1.082,-0.124,-0.559,0.224,0.71,-0.468,0.383,-0.257,-0.334,1.735,0.625,1.233,-0.852,1.945,0.837,-0.589,0.351,1.967,0.943,0.767,1.097,2.229,0.208,1.753,0.456,0.038,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Malik Allen,412,7,4.0,-1.521,-1.18,-1.172,-1.01,0.446,-0.065,-0.873,-0.955,0.315,-0.583,-0.303,-1.341,0.089,-1.377,-0.16,-1.317,-0.917,-0.489,-0.58,0.455,-0.882,1.008,0.194,-0.385,-0.274,1.219,0.598,0.284,-0.87,1.262,-0.885,0.4,-0.756,-0.652,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ralph Lewis,92,2,2.5,-2.074,-1.487,-1.909,-0.505,0.524,-0.537,-0.815,0.107,-0.486,-0.014,-0.169,-1.809,-0.947,-1.205,-0.504,-1.236,-0.669,-0.783,-0.815,-1.727,-0.484,1.204,-0.264,-0.762,0.438,-0.381,0.062,0.117,-1.809,-0.947,-0.424,0.473,-0.941,-0.637,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
T.R. Dunn,799,10,2.1,-0.665,-1.057,0.005,-0.553,0.275,-0.167,-0.718,1.178,-0.494,-0.423,-2.131,-0.187,-0.187,-0.319,0.917,0.127,-0.02,0.6,-0.604,1.12,-0.436,0.813,0.305,-0.446,1.735,-0.201,0.633,-0.882,0.269,0.759,0.494,1.925,0.431,0.495,1,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
Doug Smith,279,4,4.0,-1.57,-0.694,-0.476,-0.746,0.024,0.499,-0.387,0.189,0.223,-0.705,0.336,-1.307,-0.438,-1.24,0.009,-1.07,-0.939,-1.282,-0.258,0.036,-0.626,0.279,0.767,-0.201,0.868,0.611,-0.017,0.534,-0.672,-0.158,-0.888,0.569,-0.631,-0.686,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mark Madsen,414,7,4.571,-0.491,-1.421,-1.387,-0.893,1.637,-0.321,-0.957,-0.821,-0.094,1.179,-1.73,-0.259,-0.275,-1.271,-0.28,-1.271,-0.828,0.348,-0.377,-0.809,-0.456,2.43,0.194,-0.419,0.395,0.153,3.293,-1.171,0.928,0.563,-0.363,0.702,-0.471,-0.598,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gene Banks,468,6,3.333,1.039,0.187,0.409,-0.432,0.577,0.155,-0.117,-0.223,-0.61,-0.009,-0.549,0.759,-0.694,0.581,-0.318,0.393,0.328,2.333,0.578,1.03,-0.169,1.029,0.515,0.257,0.198,-0.523,0.771,0.101,1.195,-0.257,1.114,0.186,0.793,0.953,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rodney Buford,174,3,2.667,-1.167,-0.967,-0.524,-0.041,-0.768,-0.209,-0.728,-0.235,-0.686,-1.435,0.166,-1.239,-0.012,-0.919,-0.687,-1.096,-0.944,-0.543,-0.678,0.361,0.237,-0.727,0.029,-0.531,-0.036,-0.524,-1.056,0.653,-0.836,0.571,-0.774,-0.445,-0.826,-0.675,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Andrew Nicholson,207,3,4.0,0.004,-0.321,-1.103,-0.302,-0.021,0.771,-0.964,-1.32,0.106,-0.485,0.266,-0.648,-0.475,-0.699,-0.999,-1.057,-0.864,0.595,0.15,-0.975,0.424,0.174,1.221,-0.828,-1.044,0.289,-0.148,0.584,-0.133,-0.174,0.099,-0.855,-0.353,-0.514,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Blue Edwards,680,9,2.889,0.124,-0.458,0.149,0.062,-0.555,-0.549,-0.219,0.316,-0.254,0.054,0.101,-0.532,-0.472,-0.428,-0.236,-0.476,-0.493,0.936,0.606,0.948,0.383,-0.242,-0.281,0.313,0.99,-0.033,1.119,0.581,0.478,0.545,0.566,0.616,0.407,0.427,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Maurice Taylor,522,8,3.938,-0.416,-0.357,0.061,-0.945,0.227,0.015,-0.574,-1.087,-0.157,0.136,0.883,-0.947,-0.908,-0.734,-1.301,-1.219,-1.089,0.087,0.412,1.287,-0.876,0.583,0.381,-0.453,-0.726,0.107,1.438,1.511,-0.054,0.583,-0.158,0.015,-0.482,-0.602,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
John Paxson,745,10,1.0,0.208,-0.557,-0.294,1.374,-1.597,-1.416,0.886,-0.272,-0.836,-0.716,-1.097,0.538,-1.135,-0.089,-0.55,-0.313,-0.451,1.447,-0.04,0.909,3.622,-1.466,-1.092,2.712,0.283,-0.75,0.483,-0.633,1.207,-0.352,0.453,0.29,0.29,0.035,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gerald Paddio,111,2,3.0,-1.358,-0.315,-1.361,-0.359,-0.418,-0.553,-0.002,-0.103,-0.41,-1.095,1.024,-1.013,-0.298,-0.521,-1.411,-1.007,-0.897,-1.289,0.58,-0.834,-0.293,-0.007,-0.093,0.233,0.849,-0.051,-0.751,1.316,-0.302,0.714,0.191,-0.637,-0.098,-0.533,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kristaps Porziņģis,402,7,4.429,-0.051,1.258,0.898,-0.115,0.396,1.034,-0.553,-0.725,2.079,-0.958,1.431,0.4,0.609,0.96,-0.022,0.825,0.624,0.82,2.044,1.166,0.25,0.779,1.582,-0.062,-0.301,2.994,-0.511,2.217,1.244,1.357,1.534,0.417,1.501,1.56,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Russ Schoene,290,4,4.0,-1.184,-0.899,-1.394,0.828,0.588,0.141,-0.836,-0.043,-0.089,-0.479,0.068,-0.778,-0.217,-0.928,-0.714,-1.16,-0.817,-0.478,-0.191,-1.094,2.568,0.883,0.471,-0.63,0.692,0.363,0.512,0.561,-0.238,0.211,-0.333,-0.439,-0.648,-0.637,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zach Collins,206,3,5.0,-0.481,-0.522,-0.766,-0.174,0.686,0.581,-0.448,-0.97,0.789,1.051,-0.314,-0.755,-0.008,-0.848,0.153,-0.678,-0.618,0.26,0.293,-0.319,0.275,1.058,1.224,0.31,-0.485,1.247,1.556,0.268,-0.082,0.714,-0.186,0.207,-0.081,-0.311,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dell Curry,1083,16,2.0,0.204,0.358,-0.403,1.157,-0.958,-0.736,-0.098,0.441,-0.579,-1.157,1.008,0.013,-0.594,0.688,-0.467,0.4,0.033,1.956,1.114,0.509,2.175,-0.524,-0.3,0.357,1.865,-0.273,-0.732,2.153,1.227,0.737,1.929,0.554,1.441,0.918,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Julian Wright,231,4,3.0,-0.318,-0.345,-1.366,-0.685,0.359,-0.135,-0.453,1.254,0.136,0.734,-0.684,-0.847,-0.028,-0.248,0.503,-0.005,-0.485,0.94,0.257,-1.173,-0.381,0.614,0.34,-0.236,1.714,0.286,1.491,-0.163,0.078,0.913,0.29,1.309,0.772,-0.287,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
