player,games_played,seasons_played,pos_mapped,avg_ts_percent,avg_per,avg_mpg,avg_x3p_ar,avg_orb_percent,avg_drb_percent,avg_ast_percent,avg_stl_percent,avg_blk_percent,avg_tov_percent,avg_usg_percent,avg_ows_48,avg_dws_48,avg_obpm,avg_dbpm,avg_bpm,avg_vorp,max_ts_percent,max_per,max_mpg,max_x3p_ar,max_orb_percent,max_drb_percent,max_ast_percent,max_stl_percent,max_blk_percent,max_tov_percent,max_usg_percent,max_ows_48,max_dws_48,max_obpm,max_dbpm,max_bpm,max_vorp,cluster_label,ALL_NBA_total,ALL_DEF_total,1T_ALL_NBA_total,2T_ALL_NBA_total,3T_ALL_NBA_total,1T_ALL_DEF_total,2T_ALL_DEF_total,DPOY_total,MIP_total,MVP_total,ROY_total,SMOY_total
P.J. Washington,260,4,4.25,-0.389,-0.403,0.728,0.3,-0.154,0.082,-0.366,-0.006,0.845,0.091,-0.147,-0.799,-0.156,-0.433,0.057,-0.366,-0.32,0.294,-0.284,0.964,0.808,0.164,0.49,-0.271,0.351,1.336,0.766,0.169,-0.17,0.481,-0.031,0.46,-0.031,-0.052,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J.J. Barea,696,10,1.1,-0.494,-0.096,-0.534,0.435,-0.96,-0.799,1.898,-0.822,-1.009,0.486,0.75,-0.265,-0.832,0.305,-1.15,-0.229,-0.367,-0.104,0.661,0.057,0.58,-0.793,-0.373,3.376,0.068,-0.869,1.128,1.187,0.504,0.125,1.236,-0.201,0.489,0.206,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Steve Colter,507,7,1.0,-0.549,-0.303,-0.7,0.412,-0.903,-0.721,0.728,0.813,-0.596,-0.266,-0.625,-0.039,-0.145,-0.149,0.677,0.153,-0.238,0.06,0.406,-0.143,2.264,-0.154,0.002,1.071,1.441,-0.463,0.335,-0.36,0.733,0.578,0.259,1.25,0.672,-0.068,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Buck Johnson,505,7,3.0,-0.055,-0.575,-0.217,-0.595,-0.069,-0.537,-0.425,-0.122,-0.033,-0.276,-0.301,-0.312,0.255,-0.585,0.288,-0.394,-0.465,0.674,-0.092,1.038,-0.316,0.676,-0.46,-0.137,0.035,0.241,0.201,0.275,0.335,0.9,-0.253,0.865,0.007,-0.05,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Al Thornton,296,4,3.375,-0.516,-0.525,0.327,-0.673,-0.061,-0.447,-0.648,-0.65,-0.195,-0.537,0.36,-0.795,-1.1,-0.755,-1.232,-1.171,-1.168,-0.188,-0.367,1.386,-0.345,0.272,-0.086,-0.599,-0.435,0.033,-0.356,0.998,-0.361,-0.527,-0.573,-0.934,-1.044,-0.982,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Armond Hill,154,2,1.0,-1.346,-1.633,-0.068,-0.192,-1.424,-1.122,1.489,0.485,-0.803,2.118,-1.428,-1.182,-0.224,-1.387,0.373,-1.067,-0.982,-1.047,-1.505,0.135,-0.03,-1.225,-0.958,1.924,0.887,-0.715,2.347,-1.398,-1.11,0.169,-1.221,0.553,-0.849,-0.814,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kendall Marshall,102,2,1.0,-1.302,-1.057,-0.345,0.948,-1.191,-1.174,2.492,-0.125,-0.909,3.076,-0.857,-1.148,-1.725,-0.631,-1.894,-1.384,-0.943,-0.979,-0.488,0.541,1.078,-1.142,-0.914,3.353,-0.098,-0.841,3.098,-0.59,-0.688,-1.652,0.121,-1.569,-0.836,-0.812,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rory Sparrow,821,11,1.0,-0.865,-0.724,0.212,0.117,-1.351,-1.13,1.342,0.076,-0.735,0.423,-0.544,-0.628,-0.682,-0.44,-0.382,-0.528,-0.422,0.156,0.069,0.881,0.703,-1.111,-0.861,2.141,0.596,-0.561,1.283,-0.009,0.513,0.645,0.57,0.445,0.19,0.229,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Joel Embiid,363,6,5.0,0.822,2.85,1.037,-0.908,0.891,2.546,0.519,-0.319,1.536,0.268,2.768,1.634,1.915,2.126,1.167,2.355,2.288,1.38,3.772,1.336,-0.633,1.573,3.029,1.073,0.286,1.953,0.83,3.29,2.664,2.596,3.229,1.963,3.427,3.917,3,4.0,3.0,0.0,4.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0
Ronny Turiaf,400,6,5.0,0.597,-0.235,-0.876,-1.074,0.442,0.383,-0.236,-0.683,2.295,0.732,-1.309,0.191,0.066,-0.501,1.535,0.187,-0.202,2.25,0.293,-0.441,-1.014,1.002,0.639,0.08,-0.104,3.316,2.216,-0.522,0.843,0.813,-0.18,1.952,0.65,0.2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rory White,288,4,3.25,0.413,-0.431,-0.83,-0.574,0.225,-0.764,-0.918,-0.247,-0.519,-0.358,-0.113,-0.109,-1.166,-0.292,-0.947,-0.71,-0.799,1.043,0.069,-0.093,-0.424,0.972,-0.511,-0.716,0.398,-0.15,1.075,0.503,0.411,0.203,0.26,-0.45,-0.353,-0.617,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Isaiah Roby,148,3,4.0,-0.514,-0.357,-0.855,-0.392,0.444,0.498,-0.365,0.48,0.303,0.837,-0.193,-0.95,-0.226,-0.945,-0.073,-0.868,-0.746,0.667,0.799,-0.24,0.02,0.86,0.908,-0.248,0.622,0.97,1.948,-0.018,0.766,0.288,0.233,0.288,0.229,-0.264,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Josh Howard,443,7,3.0,-0.208,0.531,0.626,-0.253,0.207,0.113,-0.497,0.362,-0.145,-1.025,0.7,0.323,0.157,0.45,-0.205,0.321,0.261,0.292,1.338,1.225,0.123,0.999,0.396,-0.321,1.362,0.538,-0.434,1.518,1.287,1.029,1.268,0.612,1.309,1.436,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Charlie Bell,350,5,2.0,-0.416,-0.725,0.063,1.143,-0.927,-1.109,0.129,0.295,-0.828,-0.781,-0.5,-0.215,-0.873,-0.31,-0.252,-0.367,-0.502,0.489,0.118,1.107,1.227,-0.857,-0.748,0.668,1.348,-0.67,-0.129,-0.154,0.72,0.348,0.252,0.615,0.512,-0.101,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Antonio Davis,903,13,4.346,-0.067,-0.133,0.375,-0.972,1.148,0.985,-0.86,-1.193,0.519,-0.102,-0.368,0.025,0.299,-0.255,-0.344,-0.375,-0.419,0.897,0.551,1.519,-0.852,1.717,1.352,-0.238,-0.398,1.496,1.155,0.472,1.022,1.154,0.28,0.697,0.184,0.01,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jerome James,338,6,5.0,-0.446,-1.083,-1.278,-1.012,1.103,0.641,-1.042,-1.037,2.662,2.046,-0.038,-1.754,0.055,-2.317,0.414,-1.941,-0.977,0.478,-0.255,-0.856,-0.971,1.612,1.417,-0.884,-0.426,4.407,3.336,0.472,-0.997,1.614,-1.755,1.546,-1.259,-0.85,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Steve Novak,314,5,3.6,1.303,-0.608,-1.248,2.618,-1.104,-0.723,-1.059,-1.067,-0.766,-2.39,-0.919,0.744,-1.012,0.663,-0.94,0.214,-0.195,3.245,0.314,-0.52,2.923,-0.964,-0.665,-0.777,-0.622,-0.618,-1.809,-0.417,1.706,-0.245,1.987,-0.156,1.613,0.611,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aron Baynes,506,8,5.0,-0.132,-0.269,-1.041,-0.887,1.518,0.904,-0.698,-1.545,0.409,0.321,-0.351,-0.048,0.448,-0.906,-0.223,-0.898,-0.717,1.822,0.703,-0.335,0.295,2.057,1.171,-0.391,-1.162,1.123,0.981,0.303,1.02,1.468,-0.078,0.529,-0.005,-0.251,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Malik Monk,386,6,2.0,-0.501,-0.364,-0.55,0.705,-0.815,-0.795,0.285,-0.469,-0.501,-0.007,0.778,-0.658,-1.043,-0.059,-1.41,-0.649,-0.559,0.471,0.336,0.497,1.15,-0.621,-0.484,1.073,-0.116,-0.318,0.594,1.067,0.06,-0.882,0.654,-0.942,0.095,-0.043,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Clemon Johnson,687,9,5.0,-0.256,-0.579,-0.765,-0.604,1.116,0.776,-0.907,-0.75,1.397,0.073,-1.242,-0.285,0.325,-0.445,0.313,-0.246,-0.4,0.298,0.278,0.069,-0.473,1.682,1.357,-0.332,-0.219,2.643,1.394,-0.26,0.148,1.252,0.215,1.039,0.555,0.162,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Luther Head,280,4,2.0,0.19,-0.414,-0.226,1.399,-1.107,-0.709,0.218,0.189,-0.706,0.106,-0.029,-0.486,0.38,-0.061,0.435,0.119,-0.035,1.042,-0.125,0.403,2.0,-1.062,-0.558,0.313,0.871,-0.533,0.313,0.416,0.077,0.974,0.399,0.929,0.758,0.663,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hamidou Diallo,263,5,2.3,-0.816,-0.401,-0.82,-1.161,0.326,0.098,-0.691,1.193,-0.293,-0.03,0.14,-1.105,0.192,-1.11,0.216,-0.878,-0.703,0.14,0.2,-0.209,-0.945,0.628,0.577,-0.15,2.098,-0.074,0.535,0.511,-0.727,0.472,-0.472,0.502,-0.18,-0.335,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rodney Rogers,866,12,3.375,-0.062,-0.045,-0.024,0.499,0.123,0.021,-0.087,0.502,-0.037,0.309,0.496,-0.493,0.281,-0.089,0.155,-0.015,-0.146,1.128,0.714,0.835,1.096,0.605,0.68,0.342,1.082,0.488,0.836,0.852,0.756,2.022,0.827,1.184,1.104,1.044,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Chase Budinger,384,6,3.0,-0.133,-0.452,-0.647,0.851,-0.517,-0.1,-0.468,-0.368,-0.727,-0.853,-0.293,-0.107,-0.667,0.077,-0.612,-0.178,-0.347,0.633,0.081,-0.272,1.144,-0.005,0.286,-0.183,0.185,-0.544,0.422,0.194,0.469,0.093,0.842,0.408,0.522,0.12,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lou Amundson,314,5,4.0,-1.093,-0.467,-1.231,-1.107,1.971,0.683,-0.86,-0.44,1.758,0.402,-0.618,-0.843,0.129,-1.137,-0.311,-1.157,-0.845,0.477,-0.008,-0.852,-1.014,2.301,1.111,-0.148,0.417,1.938,1.334,-0.352,0.233,1.264,-0.513,0.373,-0.3,-0.497,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Terry Tyler,789,10,3.1,-0.487,-0.013,-0.04,-0.411,0.281,0.273,-0.868,-0.124,1.432,-1.049,-0.323,-0.268,0.069,-0.011,0.468,0.226,0.108,0.622,0.708,0.861,-0.216,0.575,0.97,-0.656,0.483,2.643,-0.247,0.17,0.388,1.079,0.582,1.549,1.306,1.255,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chris Whitney,438,6,1.0,0.319,-0.07,-0.549,1.876,-1.383,-1.059,1.288,0.143,-0.893,0.081,-0.113,0.57,-0.92,0.38,-0.562,0.121,-0.165,1.128,0.359,0.185,2.151,-1.25,-0.565,1.791,0.763,-0.754,0.648,0.117,1.561,0.055,1.033,0.561,0.758,0.619,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Giannis Antetokounmpo,719,10,3.3,0.775,2.234,1.098,-0.858,0.316,1.715,1.226,0.283,0.997,0.482,1.776,1.436,1.332,1.788,1.842,2.357,2.671,1.787,3.98,1.711,0.134,0.851,3.147,2.095,1.299,2.168,1.505,3.248,3.139,3.29,3.405,3.315,4.298,4.555,3,6.0,5.0,4.0,2.0,0.0,4.0,1.0,1.0,1.0,2.0,0.0,0.0
Tracy Jackson,127,2,2.0,-0.463,-0.664,-1.369,-0.174,0.391,-1.003,-0.641,0.089,-0.678,-0.846,-0.35,-0.118,-0.913,-0.404,-0.492,-0.624,-0.637,-0.348,-0.643,-0.985,0.125,0.628,-0.895,-0.497,0.596,-0.597,-0.415,-0.111,-0.041,-0.846,-0.37,-0.114,-0.393,-0.549,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mark Strickland,210,4,3.25,0.067,0.058,-1.218,-0.913,0.664,0.429,-0.903,-0.652,0.38,-0.801,-0.067,-0.063,0.008,-0.152,-0.461,-0.323,-0.534,1.182,0.741,-0.966,-0.854,1.234,0.685,-0.878,-0.268,0.783,-0.28,0.054,1.07,0.876,0.498,0.111,0.461,-0.317,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Larry Krystkowiak,348,5,4.0,-0.021,-0.492,-0.313,-0.59,0.412,0.761,-0.645,-0.518,-0.619,-0.296,-0.27,-0.102,-0.186,-0.57,-0.691,-0.779,-0.706,0.591,0.039,0.686,-0.312,0.733,1.13,-0.294,0.038,-0.454,0.09,0.173,0.368,0.63,0.089,-0.029,-0.095,-0.195,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Adonal Foyle,723,11,5.0,-0.794,-0.528,-0.873,-0.996,1.259,0.826,-1.046,-1.002,2.926,0.689,-1.333,-0.919,0.459,-1.021,0.962,-0.518,-0.604,1.067,0.265,-0.013,-0.864,1.793,1.562,-0.856,-0.557,3.906,1.579,-0.578,0.285,1.292,-0.085,1.46,0.481,0.151,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rudy Gay,1090,16,3.375,-0.325,0.288,0.667,-0.119,-0.093,0.259,-0.332,0.273,0.116,-0.294,0.851,-0.398,-0.02,0.291,-0.203,0.178,0.239,0.489,1.171,1.825,0.66,0.587,1.363,0.608,1.053,0.68,0.207,1.699,0.978,1.555,1.634,0.623,1.193,1.316,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bill Garnett,300,4,4.25,0.514,-0.521,-0.798,-0.505,0.929,0.679,-0.575,-0.365,0.38,0.649,-1.111,0.035,0.034,-0.483,0.589,-0.159,-0.416,1.435,0.145,-0.542,-0.425,1.182,1.287,-0.423,-0.124,1.069,1.827,-0.507,0.871,0.405,0.035,1.106,0.384,-0.071,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Byron Houston,150,2,4.0,-0.654,-1.417,-1.182,-0.608,0.796,0.502,-0.952,-0.027,0.55,1.11,-1.223,-0.938,0.114,-1.718,0.487,-1.259,-0.909,-0.333,-0.929,-0.937,-0.555,1.087,0.634,-0.81,0.0,0.561,1.342,-0.726,-0.607,0.222,-1.35,0.655,-1.036,-0.893,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Antonio Lang,105,2,3.5,-0.147,-1.164,-1.458,-0.902,0.165,-0.209,-0.874,0.726,0.888,1.419,-0.833,-1.185,0.991,-1.688,1.18,-1.002,-0.735,1.229,-0.653,-1.281,-0.892,0.384,-0.084,-0.839,0.763,0.991,1.743,-0.538,-0.414,1.36,-1.547,1.311,-0.974,-0.685,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Malachi Flynn,144,3,1.0,-1.895,-0.979,-1.357,0.563,-0.809,-0.609,0.359,0.541,-0.721,-0.919,-0.292,-0.884,-0.53,-1.013,-0.247,-0.985,-0.786,-1.667,-0.722,-0.759,0.831,-0.699,-0.429,0.742,0.91,-0.626,-0.336,-0.042,-0.217,-0.2,-0.736,0.247,-0.552,-0.619,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Justin Holiday,613,9,2.167,-0.678,-0.966,-0.166,1.257,-0.857,-0.749,-0.625,0.716,-0.108,-0.669,-0.606,-0.963,-0.264,-0.723,0.151,-0.554,-0.474,0.34,-0.384,1.084,1.606,-0.76,-0.366,-0.324,2.25,0.39,0.285,-0.07,-0.266,0.944,-0.079,1.392,0.463,0.446,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jaylen Brown,470,7,2.429,0.003,0.269,0.796,-0.027,-0.342,-0.004,-0.275,0.124,-0.458,-0.191,1.075,-0.378,0.569,0.19,-0.301,0.046,0.168,0.3,1.097,1.399,0.227,-0.164,0.308,0.424,0.537,-0.197,0.035,2.072,0.231,1.134,1.303,0.18,0.89,1.052,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Perry Jones,105,2,3.5,-0.856,-1.43,-1.372,0.321,-0.681,-0.548,-0.987,-0.696,-0.108,-0.783,-1.038,-0.906,-0.303,-1.031,-0.351,-1.055,-0.782,0.0,-1.083,-1.261,0.397,-0.304,-0.506,-0.935,-0.298,0.197,-0.598,-0.775,-0.155,-0.038,-0.395,-0.246,-0.455,-0.615,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vin Baker,722,10,4.5,0.041,0.404,0.838,-0.889,1.109,0.355,-0.507,-0.889,0.441,-0.095,0.709,0.009,-0.406,-0.028,-0.93,-0.397,-0.254,1.0,1.5,1.826,-0.82,1.496,1.216,0.058,-0.159,1.143,1.412,1.389,1.351,0.335,0.997,-0.105,0.811,1.166,0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Antoine Walker,893,12,4.0,-0.872,0.282,1.063,0.74,0.165,0.767,0.344,0.128,-0.321,-0.184,1.408,-0.93,-0.103,0.522,-0.808,0.125,0.291,-0.064,1.119,1.887,1.469,1.039,1.488,1.359,0.748,0.043,0.563,2.12,-0.226,1.141,1.536,0.007,1.204,1.817,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Russell Westbrook,1094,15,1.0,-0.551,1.707,1.28,-0.491,0.045,0.415,2.99,1.318,-0.639,0.951,2.436,0.472,0.605,1.59,0.361,1.554,1.887,0.286,3.406,1.667,0.081,0.465,2.275,4.626,2.361,-0.288,1.847,4.212,2.733,1.872,3.648,2.156,4.11,5.129,3,9.0,0.0,2.0,5.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Elden Campbell,1004,14,4.357,-0.275,0.356,-0.035,-0.921,0.585,0.83,-0.721,-0.398,1.835,-0.722,0.273,-0.053,0.963,-0.377,0.641,-0.072,-0.188,0.915,1.349,0.91,-0.738,1.646,1.388,-0.417,0.469,3.189,0.139,0.879,0.9,2.205,0.433,1.623,0.903,0.89,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kyle Singler,312,4,3.0,-0.408,-1.26,-0.158,0.762,-0.17,-0.838,-0.929,-0.372,-0.406,-0.501,-1.106,-0.38,-0.973,-0.781,-0.418,-0.861,-0.768,0.687,-0.679,0.485,1.236,0.228,-0.589,-0.693,-0.152,-0.259,-0.292,-0.681,0.492,-0.466,-0.18,-0.092,-0.455,-0.483,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Toni Kukoč,846,13,3.231,0.116,0.65,0.163,0.737,-0.315,-0.097,1.008,0.32,-0.385,0.161,0.513,0.371,0.094,1.044,0.296,1.044,0.678,1.125,1.531,1.354,1.701,0.177,0.813,1.775,1.215,-0.095,1.337,1.677,2.282,1.008,1.883,0.894,1.943,1.951,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Terry Dehere,376,5,1.0,-0.317,-0.565,-0.734,0.868,-1.104,-1.106,0.797,-0.323,-0.828,0.476,0.705,-0.671,-1.422,-0.377,-1.472,-0.949,-0.749,1.604,0.623,-0.013,1.52,-0.785,-0.786,1.365,0.122,-0.625,0.865,1.048,1.247,-1.06,1.189,-0.784,0.436,0.19,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mark Landsberger,221,3,4.333,-0.726,-0.462,-0.996,-0.494,2.946,1.684,-1.439,-1.393,-0.644,-0.536,-0.676,-0.207,0.215,-0.367,-2.152,-1.41,-1.054,0.0,0.252,-0.685,-0.364,3.133,2.356,-1.383,-1.208,-0.374,-0.271,-0.259,0.03,0.386,0.222,-2.091,-0.761,-0.744,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Christian Wood,238,4,4.75,0.829,1.263,0.385,-0.282,0.507,2.008,-0.496,-0.646,0.937,-0.196,0.922,0.518,0.096,0.989,-0.346,0.705,0.44,1.82,1.751,1.05,-0.094,1.157,2.518,-0.236,-0.349,1.34,-0.048,1.151,1.591,0.431,1.502,-0.314,1.14,0.657,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Frank Kaminsky,329,5,4.8,-0.393,-0.057,-0.54,0.318,-0.121,0.4,-0.21,-0.939,-0.137,-1.086,0.153,-0.021,-0.166,0.147,-0.311,0.001,-0.285,0.574,0.413,0.274,0.617,0.356,1.426,0.07,-0.658,0.171,-0.462,0.521,0.616,0.547,0.656,0.633,0.456,-0.134,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dante Exum,190,3,1.0,-1.099,-1.368,-0.677,0.562,-0.66,-1.206,0.472,-0.905,-0.698,1.591,-0.296,-1.294,-0.331,-1.13,-0.334,-1.134,-0.972,-0.604,-0.775,-0.244,1.676,-0.518,-0.978,1.041,-0.616,-0.636,2.471,0.375,-0.874,-0.008,-0.73,-0.1,-0.704,-0.648,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Robert Horry,1069,15,3.733,-0.28,-0.265,-0.069,1.183,0.265,0.151,-0.185,0.761,0.706,0.239,-0.936,-0.188,1.264,0.102,1.795,0.824,0.411,0.5,0.115,1.279,2.112,0.894,0.703,0.191,1.517,1.09,0.848,-0.379,0.579,2.325,0.711,2.641,1.481,1.228,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Avery Bradley,602,10,1.8,-0.605,-0.928,0.589,0.227,-0.677,-1.076,-0.507,0.321,-0.745,-0.433,-0.024,-1.089,-0.215,-0.831,-0.254,-0.845,-0.735,0.612,-0.024,1.242,0.975,-0.236,0.133,-0.247,1.027,-0.466,0.289,0.808,-0.322,0.732,0.124,0.524,0.034,0.142,1,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Vladimir Radmanović,712,11,3.727,0.022,-0.493,-0.336,1.608,-0.238,0.173,-0.419,0.186,-0.217,0.002,-0.289,-0.239,-0.204,0.093,-0.211,-0.005,-0.224,0.98,0.19,0.57,2.196,0.272,0.59,-0.191,1.317,0.834,0.858,0.213,0.349,0.872,0.853,0.767,0.594,0.352,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Udonis Haslem,764,11,4.0,-0.047,-0.422,0.166,-1.075,0.879,1.393,-0.902,-0.937,-0.385,-0.405,-0.845,-0.04,0.438,-0.525,-0.582,-0.715,-0.633,1.356,0.26,1.288,-0.949,1.577,1.999,-0.682,-0.657,0.197,0.141,-0.313,0.94,1.432,0.248,0.187,0.266,0.329,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Joe Johnson,1276,17,2.235,-0.155,0.153,1.158,0.417,-0.74,-0.74,0.556,-0.619,-0.766,-0.57,0.591,0.172,-0.799,0.66,-0.911,0.208,0.351,0.653,1.222,1.835,0.763,-0.492,-0.17,1.721,0.078,-0.54,0.532,1.835,1.14,0.224,1.86,0.482,1.179,1.556,4,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Danny Ainge,1042,14,1.857,0.371,-0.002,0.179,1.978,-1.042,-0.905,0.634,0.407,-0.748,-0.484,-0.152,0.592,-0.172,0.369,0.258,0.423,0.286,1.511,0.993,1.417,4.118,-0.482,-0.505,1.151,1.78,-0.606,0.483,0.768,1.464,0.667,1.39,0.924,1.393,1.209,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Phil Smith,280,4,2.0,-0.409,-0.219,0.147,-0.003,-1.308,-0.923,0.903,-0.062,-0.593,-0.264,0.403,-0.229,-0.914,-0.124,-0.607,-0.427,-0.499,0.089,0.439,0.73,0.164,-1.129,-0.728,1.303,0.049,-0.442,0.403,0.872,0.64,-0.165,0.562,-0.034,0.029,0.016,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mikal Bridges,392,5,3.0,0.778,-0.139,1.022,0.217,-0.446,-0.774,-0.538,0.752,-0.073,-0.869,-0.698,0.353,-0.04,0.186,0.615,0.423,0.791,1.857,0.379,1.413,1.04,-0.219,-0.517,-0.159,1.849,0.355,-0.086,0.5,1.14,0.618,0.98,1.149,1.179,1.656,4,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Randy Livingston,143,2,1.0,-0.97,-1.152,-1.126,-0.327,-0.784,-0.924,1.08,0.737,-0.458,2.364,-0.152,-1.551,0.373,-1.188,0.534,-0.799,-0.703,-0.872,-0.708,-1.059,-0.082,-0.638,-0.678,1.145,0.998,-0.448,3.557,0.215,-1.237,0.986,-0.945,0.84,-0.467,-0.565,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MarShon Brooks,129,2,2.0,-0.338,-0.313,-0.436,-0.171,-0.269,-0.931,0.089,0.305,-0.448,0.322,0.7,-0.639,-0.992,-0.367,-0.805,-0.696,-0.734,-0.208,-0.239,0.629,0.038,-0.183,-0.91,0.108,0.533,-0.278,0.449,0.735,-0.518,-0.355,-0.181,-0.142,-0.56,-0.604,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Terry Mills,663,9,4.0,-0.034,-0.042,-0.085,0.545,0.16,0.824,-0.607,-0.636,-0.166,-0.755,0.148,-0.02,-0.008,0.032,-0.398,-0.147,-0.228,1.159,0.894,1.152,2.103,1.203,1.282,-0.343,0.308,0.433,0.69,1.468,0.817,0.816,1.355,0.192,1.049,0.72,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
